InputSample	CMC	END	LYM	SMC	MAC	RBC	ADI	P-value	PearsonCorrelation	RMSE
GTEX-1F6I4-0626-SM-9MQLL.1	0.0519835367362025	0.15107062027929183	0	0.787420133470644	0	0	0.009525709513861613	0	0.8223438336117617	0.9855137674494031
GTEX-14BMV-0926-SM-7DHKM.1	0.09923487949964811	0.11750571046009076	0	0.5463430776582833	0	0	0.2369163323819779	0	0.32246184970077296	0.9942981472781286
GTEX-1GN1U-1326-SM-9KNTM.1	0.05845854584603374	0.1290062705572253	0	0.7936759423309532	0	0	0.018859241265787877	0	0.7579681439068755	0.9864975776113627
GTEX-1HSKV-0926-SM-CGQEM.1	0.051590661299272964	0.1422170857763018	0.0007	0.7898130976232407	0	0	0.015719373550276573	0	0.7371434469310115	0.9869307097266009
GTEX-1I1GQ-1326-SM-CM2TM.1	0.07244407393861049	0.12087421062342825	0	0.8055182374886903	0	0	0.0011634779492709015	0	0.7352091062638759	0.9868114335586335
GTEX-1M5QR-1126-SM-EYYWM.1	0.04761617662121953	0.15863872283133273	0	0.7774120774015043	0.011292924866458602	0	0.005040098279484871	0	0.8113674215405959	0.9858976028572501
GTEX-139YR-0726-SM-62LFN.1	0.015310672320410116	0.07852507025685673	0	0.3840814397799809	0.006662589807411806	0	0.5154202278353405	0	0.32919679606546043	0.9919163520781509
GTEX-1B932-1226-SM-7PBYN.1	0.07469271468012696	0.1563695217627173	0	0.7652120314143017	0.0037257321428539355	0	0	0	0.6810754813802407	0.9882936451072902
GTEX-NPJ7-1326-SM-3MJHO.1	0.06519656815646505	0.1487048820265567	0	0.7224190658496215	0.0016139121560339704	0	0.06206557181132281	0	0.5242220791437818	0.9910830682480563
GTEX-15SHV-0726-SM-6PAMO.1	0.05289530884308332	0.14746694241317373	0	0.7313640106233947	0.0014126100400888558	0	0.06686112808025939	0	0.8079519217779467	0.9862237657121631
GTEX-17F9Y-1426-SM-7IGOO.1	0.03759638243029615	0.148723278639083	0	0.7677675123893541	0	0	0.045912826541266646	0	0.7451280668808223	0.9869213072347149
GTEX-18A7A-1126-SM-7LT8O.1	0.0451997000583853	0.1303921932693608	0	0.7988088087815682	0.011086231875410484	0	0.01451306601527517	0	0.9056916164150459	0.9838619627060804
GTEX-1IDJD-0426-SM-CM2TO.1	0.029933934217186625	0.08184292430434678	0	0.42754009965473944	0.0036068018322400366	0	0.4570762399914871	0	0.5216430651294669	0.9881449330946117
GTEX-1LGOU-0426-SM-D3L8O.1	0.06875727391781904	0.13512335560545477	0	0.7761640979979471	0.0003	0	0.019675042936357783	0	0.8621218165342107	0.9849574506314248
GTEX-15RJ7-0526-SM-6PANP.1	0.039395774010299346	0.11104704159362468	0	0.554306664345595	0.013467610750019529	0	0.28178290930046146	0	0.5540789023536477	0.989683174846328
GTEX-17HII-1126-SM-7IGOP.1	0.04219180256810853	0.15129983286555546	0	0.7404657006764291	0.010544923678341872	0	0.05549774021156502	0	0.6816787523107889	0.9883157387363186
GTEX-1I1GP-0726-SM-B2LVP.1	0.059148573355193385	0.14566305883299888	0	0.7168994794566347	0.005825994397827286	0	0.07246289395734572	0	0.6242524546581729	0.989430980711745
GTEX-1JMQJ-2526-SM-CY8HP.1	0.002659405177405731	0.14590610569023144	0.013556581680401615	0.7394023224278051	0.03892005057444118	0	0.05955553444971483	0.02	0.23707004526348366	0.995748137600784
