NAME	CMC	END	LYM	SMC	MAC	RBC	ADI
COL15A1	90.0	2.0	3.0	606.9999999999998	9.499999999999998	1.0	6652.9999999999945
COL16A1	344.99999999999966	18.999999999999996	3.0	3386.000000000001	3.0	1.0	3737.0000000000027
COL1A1	14415.000000000005	20.0	11.000000000000004	214798.99999999974	30.5	1.0	100006.50000000009
COL1A2	8891.000000000002	431.0	3.0	389389.0	8.0	1.0	198702.99999999994
COL2A1	5501.000000000003	1.0	1.0	1.5	1.0	1.0	5.000000000000001
COL3A1	13740.99999999998	128.00000000000006	1.0	178567.0000000001	4.5	1.0	292109.5
COL4A1	8913.000000000002	15493.5	1.0	16078.999999999996	11.000000000000004	1.0	84080.5
COL4A2	6150.999999999999	14591.999999999995	2.0	13526.000000000007	41.50000000000001	1.0	54226.500000000015
COL4A5	3764.0000000000036	925.0000000000005	1.0	982.5000000000003	2.0	1.0	1061.4999999999995
COL4A6	1207.9999999999998	107.00000000000003	2.0	58.5	2.0	1.0	342.4999999999998
COL5A1	7065.000000000001	6377.500000000002	16.0	24960.0	8.0	1.0	30578.49999999999
COL5A2	3700.0	4426.500000000002	25.999999999999993	30666.499999999967	12.500000000000002	1.0	47627.500000000015
COL5A3	13.999999999999996	3.0	18.499999999999996	394.5	15.000000000000002	1.0	20059.50000000001
COL6A1	4605.999999999998	439.0000000000001	36.5	49163.999999999956	134.00000000000006	1.0	64337.000000000015
COL6A3	1006.9999999999995	11.499999999999996	54.00000000000002	113082.49999999997	24.500000000000007	1.0	51037.49999999999
COL8A1	399.0000000000003	4171.000000000001	1.0	4600.999999999999	4.0	1.0	7556.999999999996
CPA4	144.00000000000006	7.0	1.0	1283.9999999999998	2.0	1.0	331.9999999999999
CPE	2192.000000000001	61.0	2.0	490.0	11.500000000000004	1.0	2854.0
CPVL	527.0000000000005	7.0	21.000000000000007	1.0	2425.0	799.0	14.5
CR1L	1.0	2.0	8.0	1.0	43.0	37326.999999999985	1.0
CR2	2.0	1.0	151.5	1.0	2.0	8.999999999999998	1.0
CREB3L1	605.9999999999995	19.5	2.0	2762.0000000000005	4.0	1.0	739.9999999999998
CRYAB	1358.0000000000007	4.0	1.0	273.0	2.0	1.0	2325.499999999999
CSDAP1	119.99999999999994	256.0	33.0	76.5	113.5	39779.99999999998	334.5
CSF1R	9.999999999999998	4.0	59.500000000000014	13.0	11030.000000000002	1.0	13.999999999999996
CSF2RA	38.999999999999986	1.0	16.999999999999996	1.0	2911.999999999999	1.0	275.9999999999999
CSF3R	30.000000000000004	2.0	38.999999999999986	1.0	8377.500000000004	1.0	4.0
CSRP3	3235.9999999999995	1.0	1.0	1.0	1.0	1.0	1.0
CSTA	1.0	1.0	6.0	31.499999999999996	1804.4999999999995	8.999999999999998	102.99999999999997
CTA-363E6.6	1.0	1.0	1.0	1.0	1.0	59828.99999999998	1.0
CTA-373H7.7	7.0	2.0	466.5000000000001	9.999999999999998	11.000000000000004	1.0	9.999999999999998
CTB-113P19.1	92.99999999999997	143.50000000000006	2.0	1738.999999999999	16.999999999999996	1.0	3949.5000000000005
CTB-133G6.1	3.0	2.0	564.9999999999998	2.0	39.999999999999986	1.0	3.0
CTB-186G2.1	2.0	2.0	212.49999999999991	1.0	11.500000000000004	1.0	2.0
CTB-61M7.2	1.0	1.0	2.0	1.0	156.49999999999997	1.0	1.0
CTD-2033D15.1	223.99999999999994	3904.000000000002	3.0	6945.499999999996	27.999999999999993	1.0	1455.5000000000007
CTD-2033D15.3	200.00000000000009	3442.999999999998	4.0	8077.500000000002	21.500000000000004	1.0	1142.9999999999993
CTD-2587H24.4	253.00000000000003	3.0	1.0	3.0	1.0	1.0	5.000000000000001
CTD-3187F8.14	1.0	1.0	4.0	1.0	445.5	1.0	1.0
CTGF	2872.0	17132.499999999996	4.0	15606.0	3.0	1.0	4374.5
CTNNA3	1371.9999999999989	1.0	2.0	1.0	1.0	1.0	6.5
CTSE	4.0	2.0	1.0	1.0	2.0	3363.9999999999986	1.0
CXADR	1470.0000000000002	91.0	8.0	26.999999999999993	6.0	82.0	38.0
CXCL12	2887.000000000001	12.500000000000002	1.0	3154.000000000001	20.000000000000004	1.0	1761.500000000001
CXCR3	1.0	1.0	296.9999999999998	1.0	7.0	1.0	1.0
CXorf36	2.0	1105.5000000000002	2.0	1.0	1.0	1.0	1.0
CYBB	8.0	2.0	507.50000000000006	1.0	26982.0	2036.0000000000002	1.0
CYP27A1	140.99999999999991	122.00000000000004	7.0	194.99999999999994	5182.500000000001	1.0	207.49999999999997
CYR61	1778.0000000000014	8171.999999999992	2.0	19122.000000000004	5.000000000000001	1.0	1159.0
CYTIP	2.0	2.0	4772.999999999999	1.0	2896.500000000001	25.00000000000001	3.5
CYYR1	189.00000000000003	440.0	2.0	1.0	4.0	8.999999999999998	4.0
